game_id,move_number,is_white,player_elo,san_move,uci_move,centipawn_loss,is_top_engine_move,is_capture,is_check,is_cheating,move_type,material_balance,game_phase,white_center_control,black_center_control,total_pieces
0,28,True,1001,Qf4,e4f4,0.0,False,False,False,False,maia,2,middlegame,4,3,14
0,28,False,-1,Qc5+,c7c5,0.0,False,False,False,False,maia,2,middlegame,4,3,14
0,29,True,1001,Kh2,g1h2,21.0,True,False,True,False,maia,2,middlegame,4,3,14
0,29,False,-1,Qe7,c5e7,0.0,True,False,False,True,stockfish,2,middlegame,4,3,14
0,30,True,1001,Bxf7+,d5f7,1.0,True,True,False,True,stockfish,2,middlegame,4,3,14
0,30,False,-1,Qxf7,e7f7,0.0,True,True,True,False,maia,3,middlegame,4,3,13
0,31,True,1001,Qxe5,f4e5,0.0,True,True,False,True,stockfish,0,endgame,4,2,12
0,31,False,-1,h6,h7h6,0.0,True,False,False,False,maia,5,endgame,3,1,11
0,32,True,1001,Qxb5,e5b5,0.0,False,True,False,False,maia,5,endgame,3,1,11
0,32,False,-1,Qf4+,f7f4,33.0,False,False,False,False,maia,6,endgame,3,1,10
0,33,True,1001,Kg1,h2g1,25.0,True,False,True,False,maia,6,endgame,3,3,10
0,33,False,-1,Qe3+,f4e3,0.0,False,False,False,False,maia,6,endgame,3,3,10
0,34,True,1001,Kh2,g1h2,0.0,True,False,True,False,maia,6,endgame,3,3,10
0,34,False,-1,Qf4+,e3f4,10.0,True,False,False,False,maia,6,endgame,3,3,10
0,35,True,1001,Kg1,h2g1,0.0,True,False,True,False,maia,6,endgame,3,3,10
0,35,False,-1,Qe3+,f4e3,0.0,False,False,False,False,maia,6,endgame,3,3,10
0,36,True,1001,Kh2,g1h2,0.0,True,False,True,False,maia,6,endgame,3,3,10
0,36,False,-1,Qf4+,e3f4,6.0,True,False,False,False,maia,6,endgame,3,3,10
0,37,True,1001,Kg1,h2g1,0.0,True,False,True,False,maia,6,endgame,3,3,10
0,37,False,-1,Qe3+,f4e3,0.0,False,False,False,False,maia,6,endgame,3,3,10
0,38,True,1001,Kh1,g1h1,42.0,True,False,True,True,stockfish,6,endgame,3,3,10
0,38,False,-1,Qe7,e3e7,0.0,True,False,False,True,stockfish,6,endgame,3,3,10
0,39,True,1001,Qxa4,b5a4,0.0,False,True,False,False,maia,6,endgame,3,2,10
0,39,False,-1,Qg5,e7g5,0.0,False,False,False,True,stockfish,7,endgame,3,2,9
0,40,True,1001,Qe8+,a4e8,0.0,False,False,False,False,maia,7,endgame,3,2,9
0,40,False,-1,Kh7,g8h7,20.0,True,False,True,True,stockfish,7,endgame,4,2,9
0,41,True,1001,b4,b2b4,0.0,False,False,False,True,stockfish,7,endgame,4,2,9
0,41,False,-1,Qg3,g5g3,0.0,False,False,False,False,maia,7,endgame,4,2,9
0,42,True,1001,Qe4+,e8e4,24.0,True,False,False,True,stockfish,7,endgame,4,1,9
0,42,False,-1,g6,g7g6,0.0,True,False,True,False,maia,7,endgame,3,1,9
0,43,True,1001,Qe7+,e4e7,,True,False,False,True,stockfish,7,endgame,3,1,9
0,43,False,-1,Kg8,h7g8,,True,False,True,False,maia,7,endgame,4,1,9
0,44,True,1001,Rd8#,d1d8,,True,False,False,True,stockfish,7,endgame,4,1,9
1,11,True,1001,Nxc4,d2c4,0.0,True,True,False,False,maia,-1,middlegame,3,4,25
1,11,False,-1,Qxd1+,d6d1,1.0,True,True,False,True,stockfish,0,middlegame,3,4,24
1,12,True,1001,Rxd1,a1d1,19.0,True,True,True,False,maia,-9,middlegame,2,4,23
1,12,False,-1,Ke7,e8e7,6.0,True,False,False,True,stockfish,0,middlegame,3,4,22
1,13,True,1001,e3,e2e3,0.0,True,False,False,False,maia,0,middlegame,3,4,22
1,13,False,-1,Rd8,h8d8,0.0,True,False,False,False,maia,0,middlegame,3,4,22
1,14,True,1001,Rxd8,d1d8,0.0,True,True,False,False,maia,0,middlegame,3,4,22
1,14,False,-1,Nxd8,c6d8,0.0,True,True,False,True,stockfish,5,middlegame,3,4,21
1,15,True,1001,Nd4,f3d4,7.0,True,False,False,True,stockfish,0,middlegame,2,2,20
1,15,False,-1,Bd7,c8d7,0.0,True,False,False,True,stockfish,0,middlegame,2,2,20
1,16,True,1001,Bd3,f1d3,0.0,True,False,False,False,maia,0,middlegame,2,2,20
1,16,False,-1,Rc8,a8c8,0.0,True,False,False,True,stockfish,0,middlegame,3,2,20
1,17,True,1001,Ke2,e1e2,1.0,True,False,False,True,stockfish,0,middlegame,3,2,20
1,17,False,-1,Ne8,f6e8,0.0,True,False,False,True,stockfish,0,middlegame,3,2,20
1,18,True,1001,Kd2,e2d2,0.0,True,False,False,True,stockfish,0,middlegame,3,1,20
1,18,False,-1,f6,f7f6,6.0,True,False,False,True,stockfish,0,middlegame,3,1,20
1,19,True,1001,f4,f2f4,1.0,True,False,False,True,stockfish,0,middlegame,3,2,20
1,19,False,-1,Nd6,e8d6,0.0,False,False,False,False,maia,0,middlegame,3,2,20
1,20,True,1001,Nxd6,c4d6,26.0,True,True,False,True,stockfish,0,middlegame,3,3,20
1,20,False,-1,Kxd6,e7d6,19.0,True,True,False,True,stockfish,3,middlegame,3,2,19
1,21,True,1001,Nb5+,d4b5,0.0,False,False,False,False,maia,0,middlegame,3,2,18
1,21,False,-1,Bxb5,d7b5,0.0,True,True,True,True,stockfish,0,middlegame,3,2,18
1,22,True,1001,Bxb5,d3b5,3.0,True,True,False,True,stockfish,-3,middlegame,3,2,17
1,22,False,-1,Nf7,d8f7,0.0,False,False,False,True,stockfish,0,middlegame,2,2,16
1,23,True,1001,Rc1,h1c1,0.0,False,False,False,True,stockfish,0,middlegame,2,2,16
1,23,False,-1,Rxc1,c8c1,11.0,True,True,False,True,stockfish,0,middlegame,2,2,16
1,24,True,1001,Kxc1,d2c1,14.0,True,True,False,False,maia,-5,middlegame,2,2,15
1,24,False,-1,Ke7,d6e7,0.0,True,False,False,True,stockfish,0,middlegame,2,2,14
1,25,True,1001,a4,a3a4,6.0,False,False,False,False,maia,0,middlegame,2,2,14
1,25,False,-1,Nd6,f7d6,8.0,True,False,False,True,stockfish,0,middlegame,2,2,14
1,26,True,1001,Bd3,b5d3,1.0,True,False,False,False,maia,0,middlegame,2,3,14
1,26,False,-1,h6,h7h6,5.0,True,False,False,True,stockfish,0,middlegame,3,3,14
1,27,True,1001,b5,b4b5,0.0,False,False,False,False,maia,0,middlegame,3,3,14
1,27,False,-1,e5,e6e5,5.0,True,False,False,True,stockfish,0,middlegame,3,3,14
1,28,True,1001,fxe5,f4e5,0.0,True,True,False,False,maia,0,middlegame,3,3,14
1,28,False,-1,fxe5,f6e5,3.0,True,True,False,True,stockfish,1,middlegame,2,2,13
1,29,True,1001,Kd2,c1d2,2.0,True,False,False,True,stockfish,0,endgame,2,2,12
1,29,False,-1,Ke6,e7e6,1.0,True,False,False,True,stockfish,0,endgame,2,2,12
1,30,True,1001,Kc3,d2c3,0.0,True,False,False,False,maia,0,endgame,2,4,12
1,30,False,-1,Kd5,e6d5,0.0,True,False,False,True,stockfish,0,endgame,2,4,12
1,31,True,1001,Kb4,c3b4,0.0,True,False,False,False,maia,0,endgame,2,3,12
1,31,False,-1,e4,e5e4,7.0,True,False,False,True,stockfish,0,endgame,2,3,12
1,32,True,1001,Bb1,d3b1,0.0,True,False,False,True,stockfish,0,endgame,2,3,12
1,32,False,-1,Nf5,d6f5,0.0,True,False,False,True,stockfish,0,endgame,2,3,12
1,33,True,1001,b6,b5b6,0.0,True,False,False,True,stockfish,0,endgame,2,3,12
1,33,False,-1,axb6,a7b6,0.0,True,True,False,True,stockfish,0,endgame,2,3,12
1,34,True,1001,Kb5,b4b5,0.0,True,False,False,True,stockfish,-1,endgame,2,3,11
1,34,False,-1,Nxe3,f5e3,0.0,True,True,False,True,stockfish,-1,endgame,2,3,11
1,35,True,1001,Kxb6,b5b6,0.0,True,True,False,False,maia,-2,endgame,1,4,10
1,35,False,-1,Nc4+,e3c4,140.0,True,False,False,True,stockfish,-1,endgame,1,4,9
1,36,True,1001,Kxb7,b6b7,191.0,True,True,True,False,maia,-1,endgame,1,3,9
1,36,False,-1,e3,e4e3,155.0,True,False,False,True,stockfish,0,endgame,1,3,8
1,37,True,1001,Bd3,b1d3,0.0,True,False,False,False,maia,0,endgame,1,3,8
1,37,False,-1,Nb2,c4b2,0.0,True,False,False,True,stockfish,0,endgame,1,3,8
1,38,True,1001,Bf1,d3f1,0.0,True,False,False,True,stockfish,0,endgame,1,3,8
1,38,False,-1,Nxa4,b2a4,8.0,True,True,False,False,maia,0,endgame,0,3,8
1,39,True,1001,Kc7,b7c7,0.0,True,False,False,True,stockfish,-1,endgame,0,3,7
1,39,False,-1,Nc3,a4c3,0.0,True,False,False,True,stockfish,-1,endgame,0,3,7
1,40,True,1001,Bd3,f1d3,0.0,True,False,False,True,stockfish,-1,endgame,0,4,7
1,40,False,-1,e2,e3e2,15.0,True,False,False,True,stockfish,-1,endgame,1,4,7
1,41,True,1001,Bg6,d3g6,0.0,False,False,False,True,stockfish,-1,endgame,1,4,7
1,41,False,-1,Kc5,d5c5,0.0,False,False,False,True,stockfish,-1,endgame,1,4,7
1,42,True,1001,Kd7,c7d7,0.0,True,False,False,False,maia,-1,endgame,1,3,7
1,42,False,-1,e1=Q,e2e1q,23.0,True,False,False,True,stockfish,-1,endgame,1,3,7
1,43,True,1001,Bf7,g6f7,0.0,False,False,False,True,stockfish,-9,endgame,1,4,7
1,43,False,-1,Qe5,e1e5,0.0,False,False,False,True,stockfish,-9,endgame,1,4,7
1,44,True,1001,Kd8,d7d8,0.0,False,False,False,True,stockfish,-9,endgame,1,3,7
1,44,False,-1,Nd5,c3d5,6.0,False,False,False,True,stockfish,-9,endgame,1,3,7
1,45,True,1001,Bxd5,f7d5,4.0,True,True,False,True,stockfish,-9,endgame,1,3,7
1,45,False,-1,Kd6,c5d6,73.0,False,False,False,True,stockfish,-6,endgame,1,3,6
1,46,True,1001,Kc8,d8c8,0.0,True,False,False,True,stockfish,-6,endgame,1,4,6
1,46,False,-1,Qe8+,e5e8,0.0,True,False,False,True,stockfish,-6,endgame,1,4,6
1,47,True,1001,Kb7,c8b7,4.0,True,False,True,False,maia,-6,endgame,1,3,6
1,47,False,-1,Qb5+,e8b5,0.0,True,False,False,True,stockfish,-6,endgame,1,3,6
1,48,True,1001,Kc8,b7c8,0.0,True,False,True,False,maia,-6,endgame,1,2,6
1,48,False,-1,Qb6,b5b6,9142.0,True,False,False,True,stockfish,-6,endgame,1,2,6
1,49,True,1001,Be4,d5e4,,False,False,False,True,stockfish,-6,endgame,1,3,6
1,49,False,-1,Qc7#,b6c7,,True,False,False,True,stockfish,-6,endgame,1,3,6
2,11,True,1001,Nc3,b1c3,0.0,True,False,False,True,stockfish,0,middlegame,3,2,26
2,11,False,-1,f5,f7f5,0.0,True,False,False,True,stockfish,0,middlegame,3,2,26
2,12,True,1001,f4,f2f4,0.0,True,False,False,True,stockfish,0,middlegame,3,3,26
2,12,False,-1,Nd7,e5d7,0.0,True,False,False,True,stockfish,0,middlegame,4,3,26
2,13,True,1001,Bf3,e2f3,0.0,True,False,False,True,stockfish,0,middlegame,4,3,26
2,13,False,-1,fxe4,f5e4,0.0,True,True,False,True,stockfish,0,middlegame,4,3,26
2,14,True,1001,Bxe4,f3e4,0.0,True,True,False,False,maia,-1,middlegame,4,2,25
2,14,False,-1,Rb8,a8b8,0.0,True,False,False,True,stockfish,0,middlegame,4,2,24
2,15,True,1001,Nf3,g1f3,0.0,False,False,False,False,maia,0,middlegame,4,2,24
2,15,False,-1,Nf6,d7f6,0.0,True,False,False,True,stockfish,0,middlegame,4,2,24
2,16,True,1001,O-O,e1g1,0.0,True,False,False,True,stockfish,0,middlegame,4,3,24
2,16,False,-1,Nf5,e7f5,0.0,True,False,False,True,stockfish,0,middlegame,4,3,24
2,17,True,1001,Bxf5,e4f5,0.0,True,True,False,True,stockfish,0,middlegame,4,4,24
2,17,False,-1,Bxf5,c8f5,7.0,True,True,False,True,stockfish,3,middlegame,4,3,23
2,18,True,1001,Nd4,f3d4,0.0,True,False,False,True,stockfish,0,middlegame,4,3,22
2,18,False,-1,Re8,f8e8,0.0,True,False,False,False,maia,0,middlegame,4,3,22
2,19,True,1001,Qg3,e3g3,0.0,True,False,False,False,maia,0,middlegame,4,3,22
2,19,False,-1,Ne4,f6e4,0.0,True,False,False,False,maia,0,middlegame,3,3,22
2,20,True,1001,Qe3,g3e3,0.0,False,False,False,True,stockfish,0,middlegame,3,2,22
2,20,False,-1,Nxc3,e4c3,0.0,True,True,False,False,maia,0,middlegame,4,2,22
2,21,True,1001,Qxc3,e3c3,0.0,True,True,False,True,stockfish,-3,middlegame,4,3,21
2,21,False,-1,Qf6,d8f6,0.0,True,False,False,False,maia,0,middlegame,3,2,20
2,22,True,1001,Nb5,d4b5,5.0,True,False,False,True,stockfish,0,middlegame,3,3,20
2,22,False,-1,Qxc3,f6c3,2.0,True,True,False,True,stockfish,0,middlegame,3,3,20
2,23,True,1001,Nxc3,b5c3,1.0,True,True,False,True,stockfish,-9,middlegame,3,3,19
2,23,False,-1,Kf7,g8f7,2.0,False,False,False,True,stockfish,0,middlegame,3,2,18
2,24,True,1001,Nd5,c3d5,0.0,False,False,False,False,maia,0,middlegame,3,2,18
2,24,False,-1,c6,c7c6,13.0,True,False,False,True,stockfish,0,middlegame,2,2,18
2,25,True,1001,Nc7,d5c7,0.0,True,False,False,False,maia,0,middlegame,2,3,18
2,25,False,-1,Re2,e8e2,0.0,True,False,False,True,stockfish,0,middlegame,2,3,18
2,26,True,1001,Na6,c7a6,0.0,True,False,False,True,stockfish,0,middlegame,2,3,18
2,26,False,-1,Rbe8,b8e8,17.0,True,False,False,True,stockfish,0,middlegame,2,3,18
2,27,True,1001,Rf2,f1f2,0.0,False,False,False,True,stockfish,0,middlegame,2,3,18
2,27,False,-1,Re1+,e2e1,0.0,True,False,False,True,stockfish,0,middlegame,2,3,18
2,28,True,1001,Rf1,f2f1,9.0,True,False,True,True,stockfish,0,middlegame,2,3,18
2,28,False,-1,Rxa1,e1a1,0.0,True,True,False,True,stockfish,0,middlegame,2,3,18
2,29,True,1001,Rxa1,f1a1,0.0,True,True,False,True,stockfish,-5,middlegame,2,3,17
2,29,False,-1,Re2,e8e2,2.0,True,False,False,True,stockfish,0,middlegame,2,3,16
2,30,True,1001,Kf1,g1f1,0.0,True,False,False,True,stockfish,0,middlegame,2,3,16
2,30,False,-1,Rb2,e2b2,0.0,True,False,False,True,stockfish,0,middlegame,2,3,16
2,31,True,1001,Re1,a1e1,0.0,True,False,False,True,stockfish,0,middlegame,2,3,16
2,31,False,-1,d5,d6d5,21.0,True,False,False,True,stockfish,0,middlegame,3,3,16
2,32,True,1001,Nb8,a6b8,16.0,True,False,False,True,stockfish,0,middlegame,3,2,16
2,32,False,-1,Bd3+,f5d3,0.0,True,False,False,True,stockfish,0,middlegame,3,2,16
2,33,True,1001,Kg1,f1g1,0.0,True,False,True,True,stockfish,0,middlegame,3,2,16
2,33,False,-1,Be4,d3e4,19.0,True,False,False,True,stockfish,0,middlegame,3,2,16
2,34,True,1001,Nxc6,b8c6,0.0,True,True,False,False,maia,0,middlegame,3,2,16
2,34,False,-1,Rxg2+,b2g2,0.0,True,True,False,True,stockfish,1,middlegame,4,2,15
2,35,True,1001,Kf1,g1f1,0.0,True,False,True,True,stockfish,0,middlegame,4,2,14
2,35,False,-1,Rxa2,g2a2,1.0,True,True,False,True,stockfish,0,middlegame,4,2,14
2,36,True,1001,Ne5+,c6e5,0.0,True,False,False,False,maia,-1,middlegame,4,2,13
2,36,False,-1,Ke6,f7e6,0.0,True,False,True,True,stockfish,-1,middlegame,3,2,13
2,37,True,1001,cxd5+,c4d5,0.0,True,True,False,True,stockfish,-1,middlegame,3,3,13
2,37,False,-1,Kxd5,e6d5,0.0,True,True,True,True,stockfish,0,endgame,2,2,12
2,38,True,1001,Rd1+,e1d1,0.0,True,False,False,False,maia,-1,endgame,2,4,11
2,38,False,-1,Ke6,d5e6,13.0,True,False,True,True,stockfish,-1,endgame,3,4,11
2,39,True,1001,h4,h2h4,0.0,False,False,False,True,stockfish,-1,endgame,3,2,11
2,39,False,-1,Kf5,e6f5,0.0,True,False,False,True,stockfish,-1,endgame,3,2,11
2,40,True,1001,Rd4,d1d4,0.0,True,False,False,True,stockfish,-1,endgame,3,3,11
2,40,False,-1,Kxf4,f5f4,0.0,True,True,False,True,stockfish,-1,endgame,3,3,11
2,41,True,1001,Nc4,e5c4,0.0,True,False,False,True,stockfish,-2,endgame,2,3,10
2,41,False,-1,Kf3,f4f3,0.0,False,False,False,False,maia,-2,endgame,3,3,10
2,42,True,1001,Nd2+,c4d2,0.0,True,False,False,True,stockfish,-2,endgame,3,2,10
2,42,False,-1,Ke3,f3e3,4.0,True,False,True,True,stockfish,-2,endgame,2,2,10
2,43,True,1001,Rxe4+,d4e4,0.0,True,True,False,False,maia,-2,endgame,2,3,10
2,43,False,-1,Kxd2,e3d2,0.0,True,True,True,False,maia,1,endgame,3,2,9
2,44,True,1001,Re2+,e4e2,0.0,True,False,False,True,stockfish,-2,endgame,2,0,8
2,44,False,-1,Kc3,d2c3,0.0,True,False,True,True,stockfish,-2,endgame,2,0,8
2,45,True,1001,Rxa2,e2a2,0.0,True,True,False,True,stockfish,-2,endgame,2,1,8
2,45,False,-1,Kxb3,c3b3,0.0,True,True,False,False,maia,3,endgame,0,1,7
2,46,True,1001,Rxa7,a2a7,37.0,True,True,False,True,stockfish,2,endgame,0,0,6
2,46,False,-1,h5,h7h5,0.0,False,False,False,True,stockfish,3,endgame,0,0,5
2,47,True,1001,Rxg7,a7g7,0.0,False,True,False,True,stockfish,3,endgame,0,0,5
2,47,False,-1,b5,b6b5,0.0,True,False,False,True,stockfish,4,endgame,0,0,4
2,48,True,1001,Ke2,f1e2,0.0,True,False,False,True,stockfish,4,endgame,0,0,4
2,48,False,-1,Kc3,b3c3,0.0,True,False,False,True,stockfish,4,endgame,0,0,4
2,49,True,1001,Rg5,g7g5,0.0,False,False,False,True,stockfish,4,endgame,0,1,4
2,49,False,-1,b4,b5b4,48.0,True,False,False,False,maia,4,endgame,2,1,4
2,50,True,1001,Rc5+,g5c5,32.0,True,False,False,True,stockfish,4,endgame,2,1,4
2,50,False,-1,Kd4,c3d4,0.0,True,False,True,True,stockfish,4,endgame,2,1,4
2,51,True,1001,Rxh5,c5h5,6.0,False,True,False,True,stockfish,4,endgame,2,3,4
2,51,False,-1,Kc3,d4c3,4.0,True,False,False,True,stockfish,5,endgame,2,3,3
2,52,True,1001,Rc5+,h5c5,7.0,False,False,False,True,stockfish,5,endgame,2,1,3
2,52,False,-1,Kd4,c3d4,0.0,True,False,True,True,stockfish,5,endgame,2,1,3
2,53,True,1001,Rb5,c5b5,30.0,True,False,False,True,stockfish,5,endgame,2,3,3
2,53,False,-1,Kc4,d4c4,0.0,True,False,False,True,stockfish,5,endgame,2,3,3
2,54,True,1001,Rxb4+,b5b4,14.0,True,True,False,True,stockfish,5,endgame,2,2,3
2,54,False,-1,Kxb4,c4b4,0.0,True,True,True,True,stockfish,6,endgame,0,2,2
2,55,True,1001,h5,h4h5,0.0,True,False,False,True,stockfish,1,endgame,0,0,1
2,55,False,-1,Kc5,b4c5,0.0,True,False,False,False,maia,1,endgame,0,0,1
2,56,True,1001,h6,h5h6,0.0,True,False,False,True,stockfish,1,endgame,0,2,1
2,56,False,-1,Kc6,c5c6,0.0,False,False,False,True,stockfish,1,endgame,0,2,1
2,57,True,1001,h7,h6h7,0.0,False,False,False,True,stockfish,1,endgame,0,1,1
2,57,False,-1,Kc5,c6c5,0.0,False,False,False,True,stockfish,1,endgame,0,1,1
2,58,True,1001,h8=Q,h7h8q,0.0,False,False,False,True,stockfish,1,endgame,0,2,1
2,58,False,-1,Kc4,c5c4,0.0,False,False,False,False,maia,9,endgame,2,2,1
2,59,True,1001,Qe5,h8e5,0.0,False,False,False,True,stockfish,9,endgame,2,2,1
2,59,False,-1,Kb3,c4b3,0.0,True,False,False,True,stockfish,9,endgame,3,2,1
2,60,True,1001,Qb5+,e5b5,0.0,False,False,False,True,stockfish,9,endgame,3,0,1
2,60,False,-1,Kc3,b3c3,22.0,True,False,True,True,stockfish,9,endgame,2,0,1
2,61,True,1001,Qc5+,b5c5,8.0,False,False,False,True,stockfish,9,endgame,2,1,1
2,61,False,-1,Kb3,c3b3,0.0,True,False,True,False,maia,9,endgame,3,1,1
2,62,True,1001,Kd3,e2d3,0.0,True,False,False,True,stockfish,9,endgame,3,0,1
2,62,False,-1,Ka4,b3a4,0.0,True,False,False,True,stockfish,9,endgame,4,0,1
2,63,True,1001,Kc4,d3c4,0.0,False,False,False,False,maia,9,endgame,4,0,1
3,11,True,1002,Re1,f1e1,14.0,True,False,False,True,stockfish,0,middlegame,3,4,28
3,11,False,-1,Nh5,f6h5,3.0,True,False,False,False,maia,0,middlegame,3,4,28
3,12,True,1002,Kh1,g1h1,12.0,True,False,False,True,stockfish,0,middlegame,3,2,28
3,12,False,-1,Qh4,d8h4,0.0,True,False,False,False,maia,0,middlegame,3,2,28
3,13,True,1002,d4,d3d4,0.0,False,False,False,True,stockfish,0,middlegame,3,3,28
3,13,False,-1,Nf4,h5f4,15.0,False,False,False,False,maia,0,middlegame,4,3,28
3,14,True,1002,Rg1,e1g1,30.0,True,False,False,True,stockfish,0,middlegame,4,3,28
3,14,False,-1,O-O,e8g8,0.0,True,False,False,True,stockfish,0,middlegame,4,3,28
3,15,True,1002,Nd5,c3d5,0.0,True,False,False,True,stockfish,0,middlegame,4,3,28
3,15,False,-1,c6,c7c6,0.0,True,False,False,True,stockfish,0,middlegame,4,3,28
3,16,True,1002,Nxb6,d5b6,10.0,True,True,False,True,stockfish,0,middlegame,4,3,28
3,16,False,-1,axb6,a7b6,0.0,True,True,False,False,maia,3,middlegame,4,3,27
3,17,True,1002,dxe5,d4e5,0.0,False,True,False,False,maia,0,middlegame,4,3,26
3,17,False,-1,b5,b6b5,21.0,True,False,False,True,stockfish,1,middlegame,3,2,25
3,18,True,1002,Bxf4,e3f4,11.0,True,True,False,True,stockfish,1,middlegame,3,2,25
3,18,False,-1,Qxf4,h4f4,10.0,True,True,False,False,maia,4,middlegame,4,2,24
3,19,True,1002,Bb3,c4b3,0.0,True,False,False,True,stockfish,1,middlegame,3,3,23
3,19,False,-1,dxe5,d6e5,0.0,True,True,False,False,maia,1,middlegame,3,3,23
3,20,True,1002,Rg3,g1g3,0.0,True,False,False,True,stockfish,0,middlegame,3,4,22
3,20,False,-1,Rfd8,f8d8,0.0,True,False,False,True,stockfish,0,middlegame,3,4,22
3,21,True,1002,Qg1,d1g1,0.0,True,False,False,True,stockfish,0,middlegame,3,4,22
3,21,False,-1,g6,g7g6,0.0,False,False,False,False,maia,0,middlegame,2,4,22
3,22,True,1002,Rxh3,g3h3,0.0,True,True,False,True,stockfish,0,middlegame,2,4,22
3,22,False,-1,Rd2,d8d2,24.0,True,False,False,False,maia,3,middlegame,2,4,21
3,23,True,1002,Qg3,g1g3,35.0,True,False,False,True,stockfish,3,middlegame,2,4,21
3,23,False,-1,Qxg3,f4g3,0.0,True,True,False,False,maia,3,middlegame,2,4,21
3,24,True,1002,Rxg3,h3g3,0.0,True,True,False,True,stockfish,-6,middlegame,2,3,20
3,24,False,-1,Rxf2,d2f2,0.0,True,True,False,False,maia,3,middlegame,2,2,19
3,25,True,1002,Rd1,a1d1,0.0,True,False,False,True,stockfish,2,middlegame,2,2,18
3,25,False,-1,b6,b7b6,0.0,True,False,False,True,stockfish,2,middlegame,3,2,18
3,26,True,1002,Kg1,h1g1,24.0,True,False,False,True,stockfish,2,middlegame,3,2,18
3,26,False,-1,Re2,f2e2,1.0,True,False,False,True,stockfish,2,middlegame,3,2,18
3,27,True,1002,Rd7,d1d7,0.0,False,False,False,False,maia,2,middlegame,3,3,18
3,27,False,-1,Rxa3,a8a3,0.0,True,True,False,True,stockfish,2,middlegame,3,3,18
3,28,True,1002,Kf1,g1f1,0.0,True,False,False,True,stockfish,1,middlegame,3,3,17
3,28,False,-1,Rxh2,e2h2,0.0,True,True,False,False,maia,1,middlegame,3,3,17
3,29,True,1002,Kg1,f1g1,0.0,True,False,False,True,stockfish,0,middlegame,3,2,16
